Rows,Cols,Energy,TOPS,Time,Power Density
40,24,2.58281e-13,1.75781,4.55813e-05,0.45401
40,28,2.6168e-13,2.05078,3.90697e-05,0.536648
40,32,2.65078e-13,2.34375,3.4186e-05,0.621277
40,36,2.68477e-13,2.63672,3.03876e-05,0.707897
40,40,2.71875e-13,2.92969,2.73488e-05,0.796509
40,44,2.75273e-13,3.22266,2.48626e-05,0.887112
40,48,2.78672e-13,3.51562,2.27907e-05,0.979706
40,52,2.8207e-13,3.80859,2.10375e-05,1.07429
40,56,2.85469e-13,4.10156,1.95349e-05,1.17087
40,60,2.88867e-13,4.39453,1.82325e-05,1.26944
40,64,2.92266e-13,4.6875,1.7093e-05,1.37
40,68,2.95664e-13,4.98047,1.60875e-05,1.47255
40,72,2.99063e-13,5.27344,1.51938e-05,1.57709
40,76,3.02461e-13,5.56641,1.43941e-05,1.68362
40,80,3.05859e-13,5.85938,1.36744e-05,1.79214
40,84,3.09258e-13,6.15234,1.30232e-05,1.90266
40,88,3.12656e-13,6.44531,1.24313e-05,2.01517
40,92,3.16055e-13,6.73828,1.18908e-05,2.12967
40,96,3.19453e-13,7.03125,1.13953e-05,2.24615
40,100,3.22852e-13,7.32422,1.09395e-05,2.36464
40,104,3.2625e-13,7.61719,1.05188e-05,2.48511
40,108,3.29648e-13,7.91016,1.01292e-05,2.60757
40,112,3.33047e-13,8.20312,9.76743e-06,2.73203
40,116,3.36445e-13,8.49609,9.43062e-06,2.85847
40,120,3.39844e-13,8.78906,9.11627e-06,2.98691
40,124,3.43242e-13,9.08203,8.8222e-06,3.11734
40,128,3.46641e-13,9.375,8.5465e-06,3.24976
44,4,2.65078e-13,0.322266,0.000248626,0.0854256
44,8,2.68477e-13,0.644531,0.000124313,0.173042
44,12,2.71875e-13,0.966797,8.28752e-05,0.262848
44,16,2.75273e-13,1.28906,6.21564e-05,0.354845
44,20,2.78672e-13,1.61133,4.97251e-05,0.449032
44,24,2.8207e-13,1.93359,4.14376e-05,0.545409
44,28,2.85469e-13,2.25586,3.55179e-05,0.643977
44,32,2.88867e-13,2.57812,3.10782e-05,0.744736
44,36,2.92266e-13,2.90039,2.76251e-05,0.847684
44,40,2.95664e-13,3.22266,2.48626e-05,0.952824
44,44,2.99063e-13,3.54492,2.26023e-05,1.06015
44,48,3.02461e-13,3.86719,2.07188e-05,1.16967
44,52,3.05859e-13,4.18945,1.9125e-05,1.28138
44,56,3.09258e-13,4.51172,1.7759e-05,1.39528
44,60,3.12656e-13,4.83398,1.6575e-05,1.51138
44,64,3.16055e-13,5.15625,1.55391e-05,1.62966
44,68,3.19453e-13,5.47852,1.4625e-05,1.75013
44,72,3.22852e-13,5.80078,1.38125e-05,1.87279
44,76,3.2625e-13,6.12305,1.30856e-05,1.99764
44,80,3.29648e-13,6.44531,1.24313e-05,2.12469
44,84,3.33047e-13,6.76758,1.18393e-05,2.25392
44,88,3.36445e-13,7.08984,1.13012e-05,2.38534
44,92,3.39844e-13,7.41211,1.08098e-05,2.51896
44,96,3.43242e-13,7.73438,1.03594e-05,2.65476
44,100,3.46641e-13,8.05664,9.94502e-06,2.79276
44,104,3.50039e-13,8.37891,9.56252e-06,2.93294
44,108,3.53438e-13,8.70117,9.20835e-06,3.07532
44,112,3.56836e-13,9.02344,8.87948e-06,3.21989
44,116,3.60234e-13,9.3457,8.57329e-06,3.36664
44,120,3.63633e-13,9.66797,8.28752e-06,3.51559
44,124,3.67031e-13,9.99023,8.02018e-06,3.66673
44,128,3.7043e-13,10.3125,7.76955e-06,3.82006
48,4,2.88867e-13,0.351562,0.000227907,0.101555
48,8,2.92266e-13,0.703125,0.000113953,0.205499
48,12,2.95664e-13,1.05469,7.59689e-05,0.311833
48,16,2.99062e-13,1.40625,5.69767e-05,0.420557
48,20,3.02461e-13,1.75781,4.55813e-05,0.53167
48,24,3.05859e-13,2.10938,3.79845e-05,0.645172
48,28,3.09258e-13,2.46094,3.25581e-05,0.761064
48,32,3.12656e-13,2.8125,2.84883e-05,0.879346
48,36,3.16055e-13,3.16406,2.5323e-05,1.00002
48,40,3.19453e-13,3.51562,2.27907e-05,1.12308
48,44,3.22852e-13,3.86719,2.07188e-05,1.24853
48,48,3.2625e-13,4.21875,1.89922e-05,1.37637
48,52,3.29648e-13,4.57031,1.75313e-05,1.5066
48,56,3.33047e-13,4.92188,1.62791e-05,1.63922
48,60,3.36445e-13,5.27344,1.51938e-05,1.77422
48,64,3.39844e-13,5.625,1.42442e-05,1.91162
48,68,3.43242e-13,5.97656,1.34063e-05,2.05141
48,72,3.46641e-13,6.32812,1.26615e-05,2.19359
48,76,3.50039e-13,6.67969,1.19951e-05,2.33815
48,80,3.53437e-13,7.03125,1.13953e-05,2.48511
48,84,3.56836e-13,7.38281,1.08527e-05,2.63445
48,88,3.60234e-13,7.73438,1.03594e-05,2.78619
48,92,3.63633e-13,8.08594,9.90899e-06,2.94031
48,96,3.67031e-13,8.4375,9.49611e-06,3.09683
48,100,3.7043e-13,8.78906,9.11627e-06,3.25573
48,104,3.73828e-13,9.14062,8.76564e-06,3.41702
48,108,3.77227e-13,9.49219,8.44099e-06,3.58071
48,112,3.80625e-13,9.84375,8.13953e-06,3.74678
48,116,3.84023e-13,10.1953,7.85885e-06,3.91524
48,120,3.87422e-13,10.5469,7.59689e-06,4.08609
48,124,3.9082e-13,10.8984,7.35183e-06,4.25933
48,128,3.94219e-13,11.25,7.12208e-06,4.43496
52,4,3.12656e-13,0.380859,0.000210375,0.119078
52,8,3.16055e-13,0.761719,0.000105188,0.240745
