Rows,Cols,Energy,TOPS,Time,Power Density
28,68,6.67238e-14,4.41602e-01,1.81438e-04,2.94653e-02
28,72,6.84112e-14,4.67578e-01,1.71358e-04,3.19876e-02
28,76,7.00988e-14,4.93555e-01,1.62340e-04,3.45976e-02
28,80,7.17862e-14,5.19531e-01,1.54223e-04,3.72952e-02
28,84,7.34738e-14,5.45508e-01,1.46879e-04,4.00805e-02
28,88,7.51612e-14,5.71484e-01,1.40202e-04,4.29535e-02
28,92,7.68488e-14,5.97461e-01,1.34107e-04,4.59141e-02
28,96,7.85363e-14,6.23437e-01,1.28519e-04,4.89624e-02
28,100,8.02238e-14,6.49414e-01,1.23378e-04,5.20984e-02
28,104,8.19113e-14,6.75391e-01,1.18633e-04,5.53221e-02
28,108,8.35988e-14,7.01367e-01,1.14239e-04,5.86334e-02
28,112,8.52863e-14,7.27344e-01,1.10159e-04,6.20324e-02
28,116,8.69738e-14,7.53320e-01,1.06360e-04,6.55191e-02
28,120,8.86613e-14,7.79297e-01,1.02815e-04,6.90934e-02
28,124,9.03487e-14,8.05273e-01,9.94984e-05,7.27554e-02
28,128,9.20363e-14,8.31250e-01,9.63891e-05,7.65051e-02
32,4,4.51575e-14,2.96875e-02,2.69890e-03,1.34061e-03
32,8,4.68450e-14,5.93750e-02,1.34945e-03,2.78142e-03
32,12,4.85325e-14,8.90625e-02,8.99632e-04,4.32243e-03
32,16,5.02200e-14,1.18750e-01,6.74724e-04,5.96363e-03
32,20,5.19075e-14,1.48438e-01,5.39779e-04,7.70502e-03
32,24,5.35950e-14,1.78125e-01,4.49816e-04,9.54661e-03
32,28,5.52825e-14,2.07812e-01,3.85556e-04,1.14884e-02
32,32,5.69700e-14,2.37500e-01,3.37362e-04,1.35304e-02
32,36,5.86575e-14,2.67187e-01,2.99877e-04,1.56726e-02
32,40,6.03450e-14,2.96875e-01,2.69890e-04,1.79149e-02
32,44,6.20325e-14,3.26562e-01,2.45354e-04,2.02575e-02
32,48,6.37200e-14,3.56250e-01,2.24908e-04,2.27002e-02
32,52,6.54075e-14,3.85937e-01,2.07607e-04,2.52432e-02
